country,countryLabel,capitale,capitaleLabel,gps,flagimage
http://www.wikidata.org/entity/Q408,Australia,http://www.wikidata.org/entity/Q3114,Canberra,Point(137.0 -28.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Australia%20%28converted%29.svg
http://www.wikidata.org/entity/Q414,Argentina,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-64.0 -34.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Argentina.svg
http://www.wikidata.org/entity/Q419,Peru,http://www.wikidata.org/entity/Q2868,Lima,Point(-76.0 -9.4),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Peru.svg
http://www.wikidata.org/entity/Q423,North Korea,http://www.wikidata.org/entity/Q18808,Pyongyang,Point(127.0 40.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20North%20Korea.svg
http://www.wikidata.org/entity/Q424,Cambodia,http://www.wikidata.org/entity/Q1850,Phnom Penh,Point(105.0 12.6),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Cambodia.svg
http://www.wikidata.org/entity/Q574,Timor Leste,http://www.wikidata.org/entity/Q9310,Dili,Point(125.75 -8.966667),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20East%20Timor.svg
http://www.wikidata.org/entity/Q657,Chad,http://www.wikidata.org/entity/Q3659,N'Djamena,Point(19.4 15.466667),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Chad.svg
http://www.wikidata.org/entity/Q664,New Zealand,http://www.wikidata.org/entity/Q23661,Wellington,Point(174.0 -41.2),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20New%20Zealand.svg
http://www.wikidata.org/entity/Q668,India,http://www.wikidata.org/entity/Q987,New Delhi,Point(83.0 22.8),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20India.svg
http://www.wikidata.org/entity/Q685,Solomon Islands,http://www.wikidata.org/entity/Q40921,Honiara,Point(159.816666666 -9.466666666),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20the%20Solomon%20Islands.svg
http://www.wikidata.org/entity/Q686,Vanuatu,http://www.wikidata.org/entity/Q37806,Port Vila,Point(168.016669444 -16.633330555),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Vanuatu.svg
http://www.wikidata.org/entity/Q691,Papua New Guinea,http://www.wikidata.org/entity/Q36526,Port Moresby,Point(147.0 -6.3),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Papua%20New%20Guinea.svg
http://www.wikidata.org/entity/Q695,Palau,http://www.wikidata.org/entity/Q515229,Ngerulmud,Point(134.55 7.466667),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Palau.svg
http://www.wikidata.org/entity/Q711,Mongolia,http://www.wikidata.org/entity/Q23430,Ulaanbaatar,Point(104.0 47.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Mongolia.svg
http://www.wikidata.org/entity/Q712,Fiji,http://www.wikidata.org/entity/Q38807,Suva,Point(178.0 -18.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Fiji.svg
http://www.wikidata.org/entity/Q717,Venezuela,http://www.wikidata.org/entity/Q1533,Caracas,Point(-67.0 8.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Venezuela.svg
http://www.wikidata.org/entity/Q730,Suriname,http://www.wikidata.org/entity/Q3001,Paramaribo,Point(-56.0 4.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Suriname.svg
http://www.wikidata.org/entity/Q733,Paraguay,http://www.wikidata.org/entity/Q2933,Asunción,Point(-58.0 -23.5),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Paraguay%20%28reverse%29.svg
http://www.wikidata.org/entity/Q734,Guyana,http://www.wikidata.org/entity/Q10717,Georgetown,Point(-59.316667 5.733333),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Guyana.svg
http://www.wikidata.org/entity/Q736,Ecuador,http://www.wikidata.org/entity/Q2900,Quito,Point(-78.0 -1.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Ecuador.svg
http://www.wikidata.org/entity/Q739,Colombia,http://www.wikidata.org/entity/Q2841,Bogotá,Point(-74.0 4.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Colombia.svg
http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q1491,La Paz,Point(-64.991228611 -17.056869611),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Bolivia%20%28state%29.svg
http://www.wikidata.org/entity/Q750,Bolivia,http://www.wikidata.org/entity/Q2907,Sucre,Point(-64.991228611 -17.056869611),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Bolivia%20%28state%29.svg
http://www.wikidata.org/entity/Q766,Jamaica,http://www.wikidata.org/entity/Q34692,Kingston,Point(-77.4 18.18),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Jamaica.svg
http://www.wikidata.org/entity/Q774,Guatemala,http://www.wikidata.org/entity/Q1555,Guatemala City,Point(-90.25 15.5),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Guatemala.svg
http://www.wikidata.org/entity/Q778,The Bahamas,http://www.wikidata.org/entity/Q2467,Nassau,Point(-76.4 23.7),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20the%20Bahamas.svg
http://www.wikidata.org/entity/Q783,Honduras,http://www.wikidata.org/entity/Q3238,Tegucigalpa,Point(-86.816667 14.633333),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Honduras.svg
http://www.wikidata.org/entity/Q786,Dominican Republic,http://www.wikidata.org/entity/Q34820,Santo Domingo,Point(-70.2 18.8),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20the%20Dominican%20Republic.svg
http://www.wikidata.org/entity/Q790,Haiti,http://www.wikidata.org/entity/Q34261,Port-au-Prince,Point(-72.8 19.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Haiti.svg
http://www.wikidata.org/entity/Q792,El Salvador,http://www.wikidata.org/entity/Q3110,San Salvador,Point(-88.866111 13.668889),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20El%20Salvador.svg
http://www.wikidata.org/entity/Q794,Iran,http://www.wikidata.org/entity/Q3616,Tehran,Point(53.0 32.0),http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Iran.svg
